"NODE_LOCATION","MACHINE_PROJECT_ID","FLEET_PROJECT_ID","CLUSTER_NAME","LOCATION","NODE_COUNT","EXTERNAL_LOAD_BALANCER_IPV4_ADDRESS_POOLS","SYNC_REPO","SYNC_BRANCH","SYNC_DIR","GIT_TOKEN_SECRETS_MANAGER_NAME","ES_AGENT_SECRETS_MANAGER_NAME"
"us-central1-edge-den25349","cloud-alchemists-machines","cloud-alchemists-sandbox","lcp-den29","us-central1","3","172.17.34.96-172.17.34.100","https://gitlab.com/gcp-solutions-public/retail-edge/gdce-shyguy-internal/primary-root-repo","main","/config/clusters/den29/meta","shyguy-internal-pat","external-secret-agent-key"
